SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating
SESSION01081,High School,Psychology,26/9/2024,11.14,3,Writing,5,Idea Drafted,FALSE,3.3
SESSION01082,Undergraduate,Psychology,31/5/2025,9.74,2,Studying,2,Gave Up,FALSE,1.7
SESSION01083,Undergraduate,Psychology,4/12/2024,19.41,9,Homework Help,3,Assignment Completed,TRUE,3.5
SESSION01084,High School,Engineering,13/4/2025,51.02,10,Writing,2,Idea Drafted,TRUE,1
SESSION01085,Graduate,Business,29/3/2025,12.37,2,Homework Help,3,Confused,FALSE,4.6
SESSION01086,Undergraduate,Computer Science,13/8/2024,10.63,3,Studying,3,Assignment Completed,TRUE,1.8
SESSION01087,Graduate,Business,14/11/2024,2.65,1,Coding,3,Gave Up,FALSE,3.9
SESSION01088,Graduate,History,31/3/2025,14.39,5,Homework Help,4,Confused,FALSE,4.2
SESSION01089,High School,Math,1/4/2025,19.52,5,Writing,5,Assignment Completed,TRUE,5
SESSION01090,Undergraduate,Business,18/5/2025,3.56,1,Brainstorming,5,Assignment Completed,TRUE,4.7
SESSION01091,Undergraduate,Biology,15/1/2025,14.28,3,Coding,3,Confused,FALSE,1.5
SESSION01092,Graduate,Math,8/12/2024,14.32,2,Writing,5,Assignment Completed,TRUE,4.8
SESSION01093,Undergraduate,Math,15/9/2024,21.71,10,Brainstorming,3,Assignment Completed,TRUE,1.6
SESSION01094,Undergraduate,Computer Science,3/8/2024,38.99,17,Studying,4,Assignment Completed,TRUE,5
SESSION01095,Undergraduate,History,22/10/2024,14.26,4,Writing,5,Idea Drafted,TRUE,4.8
SESSION01096,Undergraduate,Engineering,22/4/2025,10.35,3,Coding,3,Assignment Completed,TRUE,2.9
SESSION01097,Undergraduate,Business,29/9/2024,4.08,1,Homework Help,3,Assignment Completed,TRUE,3.7
SESSION01098,Undergraduate,History,25/7/2024,31.1,10,Studying,4,Assignment Completed,TRUE,4.1
SESSION01099,Graduate,Business,20/12/2024,10.53,2,Writing,4,Confused,TRUE,4
SESSION01100,Undergraduate,Psychology,29/5/2025,24.47,5,Brainstorming,3,Idea Drafted,TRUE,2
SESSION01101,High School,Math,9/7/2024,10.49,3,Studying,1,Idea Drafted,TRUE,1
SESSION01102,Undergraduate,Business,9/5/2025,14.08,4,Writing,2,Gave Up,FALSE,2.9
SESSION01103,High School,Business,22/11/2024,17.23,4,Studying,4,Assignment Completed,TRUE,3.3
SESSION01104,Undergraduate,Biology,15/10/2024,9.73,3,Homework Help,4,Confused,FALSE,3.7
SESSION01105,High School,Math,24/2/2025,12.19,2,Homework Help,4,Confused,FALSE,4.8
SESSION01106,Graduate,Computer Science,22/11/2024,10.4,2,Research,5,Assignment Completed,TRUE,3.4
SESSION01107,Undergraduate,Psychology,23/8/2024,24.67,5,Coding,4,Assignment Completed,TRUE,4.5
SESSION01108,Undergraduate,Psychology,8/11/2024,1.21,1,Studying,2,Confused,TRUE,1
SESSION01109,Undergraduate,Computer Science,11/4/2025,20.16,4,Research,4,Assignment Completed,TRUE,5
SESSION01110,Undergraduate,History,16/11/2024,49.62,11,Writing,2,Idea Drafted,TRUE,1.8
SESSION01111,Graduate,Biology,14/4/2025,7.05,2,Writing,4,Assignment Completed,TRUE,4.3
SESSION01112,Undergraduate,Biology,14/10/2024,21.03,7,Coding,2,Idea Drafted,TRUE,1
SESSION01113,Undergraduate,Psychology,26/5/2025,6.94,1,Research,3,Gave Up,FALSE,3.8
SESSION01114,Graduate,Engineering,29/5/2025,17.22,7,Homework Help,1,Assignment Completed,FALSE,1
SESSION01115,Undergraduate,Business,10/7/2024,5.2,2,Studying,3,Idea Drafted,TRUE,3
SESSION01116,Undergraduate,Engineering,4/9/2024,29.84,9,Homework Help,4,Assignment Completed,TRUE,5
SESSION01117,Undergraduate,Business,27/11/2024,1.24,1,Brainstorming,4,Idea Drafted,TRUE,5
SESSION01118,High School,Engineering,26/4/2025,8.47,3,Studying,3,Idea Drafted,TRUE,3
SESSION01119,Undergraduate,Computer Science,20/9/2024,17.96,5,Writing,4,Assignment Completed,TRUE,5
SESSION01120,Undergraduate,Biology,31/3/2025,4.43,1,Writing,3,Idea Drafted,TRUE,3
SESSION01121,High School,Engineering,13/3/2025,14.69,3,Coding,3,Assignment Completed,TRUE,2.1
SESSION01122,High School,History,14/11/2024,8.74,2,Writing,2,Assignment Completed,TRUE,3
SESSION01123,Undergraduate,Math,3/11/2024,14.7,3,Studying,2,Confused,TRUE,1
SESSION01124,High School,History,21/1/2025,10.81,2,Research,4,Assignment Completed,TRUE,3.8
SESSION01125,Undergraduate,Engineering,16/3/2025,45.3,18,Coding,4,Idea Drafted,TRUE,2.7
SESSION01126,Undergraduate,Biology,4/9/2024,9.14,3,Homework Help,4,Assignment Completed,TRUE,3.8
SESSION01127,Undergraduate,Engineering,16/10/2024,17.53,3,Writing,3,Assignment Completed,TRUE,2.6
SESSION01128,High School,Math,6/9/2024,5.14,1,Writing,3,Idea Drafted,FALSE,2.7
SESSION01129,Undergraduate,Biology,26/5/2025,19.96,7,Studying,4,Idea Drafted,TRUE,4.1
SESSION01130,High School,Biology,12/6/2025,17.33,4,Writing,1,Assignment Completed,TRUE,1.5
SESSION01131,Undergraduate,Psychology,3/4/2025,9.12,2,Writing,3,Idea Drafted,TRUE,2.9
SESSION01132,High School,Psychology,3/7/2024,57.78,22,Coding,4,Assignment Completed,TRUE,3.5
SESSION01133,Undergraduate,History,10/3/2025,14.24,2,Writing,3,Assignment Completed,TRUE,2.5
SESSION01134,Graduate,Math,26/7/2024,23.11,11,Brainstorming,4,Assignment Completed,FALSE,2.7
SESSION01135,Undergraduate,Engineering,23/12/2024,6.89,1,Writing,4,Assignment Completed,TRUE,4.3
SESSION01136,Undergraduate,Psychology,17/11/2024,32.42,8,Studying,5,Confused,FALSE,5
SESSION01137,Undergraduate,History,21/10/2024,8.73,1,Coding,5,Confused,TRUE,4.8
SESSION01138,Graduate,Psychology,30/11/2024,0.4,1,Studying,4,Assignment Completed,FALSE,2.5
SESSION01139,Undergraduate,History,27/4/2025,11.52,2,Writing,3,Idea Drafted,FALSE,4.2
SESSION01140,Undergraduate,Psychology,10/10/2024,4.05,1,Coding,3,Assignment Completed,TRUE,4
SESSION01141,Undergraduate,Business,25/5/2025,0.74,1,Writing,5,Idea Drafted,TRUE,2.9
SESSION01142,Graduate,Engineering,14/10/2024,20.44,4,Studying,2,Assignment Completed,TRUE,2.6
SESSION01143,Undergraduate,Biology,9/1/2025,13.93,5,Studying,4,Assignment Completed,TRUE,4.6
SESSION01144,Undergraduate,Computer Science,2/2/2025,7.18,1,Writing,5,Confused,TRUE,5
SESSION01145,Undergraduate,Computer Science,6/5/2025,42.87,11,Research,4,Confused,TRUE,3.8
SESSION01146,Graduate,Business,15/1/2025,12.56,6,Studying,3,Confused,FALSE,4.1
SESSION01147,High School,Psychology,6/1/2025,13.87,4,Writing,3,Assignment Completed,TRUE,1.6
SESSION01148,High School,History,14/6/2025,25.2,5,Studying,5,Assignment Completed,TRUE,4
SESSION01149,Undergraduate,Psychology,15/6/2025,30.37,10,Writing,4,Confused,FALSE,3.1
SESSION01150,Undergraduate,Biology,2/7/2024,3.43,1,Brainstorming,2,Assignment Completed,TRUE,1.9
SESSION01151,High School,Business,19/4/2025,51.91,16,Writing,4,Confused,FALSE,3.8
SESSION01152,Graduate,Business,19/9/2024,32.01,7,Writing,3,Idea Drafted,TRUE,2.6
SESSION01153,Graduate,Computer Science,3/4/2025,15.79,4,Homework Help,4,Idea Drafted,TRUE,3.6
SESSION01154,High School,History,5/8/2024,5.72,1,Writing,4,Idea Drafted,FALSE,3.9
SESSION01155,Graduate,History,14/11/2024,44.28,17,Studying,3,Idea Drafted,TRUE,3.3
SESSION01156,Undergraduate,Business,25/9/2024,29.12,8,Writing,3,Idea Drafted,FALSE,3.1
SESSION01157,Graduate,History,25/1/2025,30.78,6,Writing,1,Assignment Completed,TRUE,1
SESSION01158,Undergraduate,Psychology,21/3/2025,6.73,1,Writing,5,Confused,FALSE,5
SESSION01159,Undergraduate,History,4/1/2025,3.96,1,Writing,3,Assignment Completed,TRUE,2.1
SESSION01160,Undergraduate,Computer Science,11/1/2025,25.97,5,Studying,3,Idea Drafted,FALSE,1.4
SESSION01161,Undergraduate,Business,1/9/2024,13.15,3,Studying,3,Idea Drafted,TRUE,2.3
SESSION01162,Undergraduate,Psychology,12/5/2025,12.5,3,Writing,5,Gave Up,FALSE,3.7
SESSION01163,Undergraduate,Business,8/10/2024,16.93,7,Studying,4,Assignment Completed,TRUE,3.8
SESSION01164,Undergraduate,Computer Science,30/10/2024,23.62,8,Writing,3,Gave Up,TRUE,4.9
SESSION01165,High School,History,1/4/2025,8.52,2,Writing,3,Assignment Completed,TRUE,3.3
SESSION01166,Undergraduate,Engineering,15/8/2024,20.97,4,Studying,4,Idea Drafted,FALSE,4.7
SESSION01167,Undergraduate,Biology,21/12/2024,18.5,6,Coding,3,Idea Drafted,TRUE,2.9
SESSION01168,High School,Psychology,15/2/2025,34.55,10,Homework Help,3,Idea Drafted,TRUE,3.9
SESSION01169,Graduate,History,13/5/2025,14.36,6,Coding,4,Confused,FALSE,3.6
SESSION01170,Undergraduate,Math,21/3/2025,9.22,3,Coding,4,Confused,FALSE,4.6
SESSION01171,Graduate,History,17/7/2024,8.06,3,Studying,5,Idea Drafted,FALSE,4.6
SESSION01172,Graduate,Computer Science,12/3/2025,4.3,1,Studying,1,Assignment Completed,TRUE,1
SESSION01173,Undergraduate,Engineering,18/3/2025,8.66,1,Studying,3,Assignment Completed,FALSE,3.8
SESSION01174,Undergraduate,Computer Science,3/11/2024,13.93,2,Studying,2,Idea Drafted,FALSE,1.7
SESSION01175,Undergraduate,Computer Science,8/7/2024,15.07,4,Coding,1,Assignment Completed,FALSE,2.5
SESSION01176,Graduate,Biology,14/10/2024,7.71,1,Coding,3,Idea Drafted,TRUE,3.2
SESSION01177,Undergraduate,Engineering,17/3/2025,15.06,6,Writing,5,Assignment Completed,TRUE,4.1
SESSION01178,Undergraduate,Biology,27/2/2025,15.95,5,Coding,3,Assignment Completed,TRUE,1.4
SESSION01179,Undergraduate,Business,16/7/2024,25.12,7,Coding,4,Assignment Completed,FALSE,3.4
SESSION01180,Undergraduate,Psychology,21/5/2025,12.68,5,Studying,3,Assignment Completed,TRUE,3
SESSION01181,High School,Psychology,15/10/2024,10.48,3,Coding,3,Assignment Completed,TRUE,3.7
SESSION01182,Undergraduate,Math,24/9/2024,16.03,5,Writing,5,Assignment Completed,FALSE,4.6
SESSION01183,Undergraduate,Computer Science,11/9/2024,25.42,12,Studying,3,Assignment Completed,TRUE,3.6
SESSION01184,Undergraduate,Business,14/6/2025,20.89,6,Homework Help,4,Idea Drafted,FALSE,2.2
SESSION01185,Undergraduate,Math,15/9/2024,11.91,3,Homework Help,4,Assignment Completed,TRUE,4.8
SESSION01186,Undergraduate,Biology,13/9/2024,4.62,1,Coding,4,Assignment Completed,FALSE,4.2
SESSION01187,Undergraduate,Business,17/4/2025,15.83,4,Coding,3,Idea Drafted,TRUE,1.9
SESSION01188,Undergraduate,Psychology,9/5/2025,39.71,19,Coding,5,Idea Drafted,TRUE,5
SESSION01189,Undergraduate,Biology,8/11/2024,19.95,9,Homework Help,2,Idea Drafted,TRUE,1.6
SESSION01190,Undergraduate,Psychology,7/9/2024,3.78,1,Coding,3,Confused,TRUE,2.4
SESSION01191,Undergraduate,Engineering,11/5/2025,6.72,2,Homework Help,3,Assignment Completed,FALSE,1.5
SESSION01192,Undergraduate,Business,14/1/2025,51.68,16,Research,2,Idea Drafted,FALSE,1.3
SESSION01193,Undergraduate,Math,2/10/2024,34.48,13,Writing,4,Idea Drafted,FALSE,4.3
SESSION01194,Undergraduate,Business,7/2/2025,9.23,4,Writing,1,Idea Drafted,TRUE,1
SESSION01195,Undergraduate,Math,24/10/2024,10.58,4,Writing,5,Assignment Completed,TRUE,5
SESSION01196,Undergraduate,Engineering,2/6/2025,17.39,7,Writing,4,Assignment Completed,TRUE,2.4
SESSION01197,High School,Engineering,26/3/2025,36.04,13,Homework Help,3,Gave Up,FALSE,3.6
SESSION01198,Undergraduate,Computer Science,10/8/2024,11.41,2,Studying,3,Assignment Completed,TRUE,2.7
SESSION01199,Graduate,Math,24/11/2024,14.95,3,Writing,2,Assignment Completed,TRUE,2.7
SESSION01200,Undergraduate,History,2/4/2025,6.43,1,Studying,4,Idea Drafted,TRUE,4.4
SESSION01201,Undergraduate,Psychology,18/9/2024,16.29,3,Studying,4,Confused,TRUE,2.7
SESSION01202,Undergraduate,History,3/5/2025,9.89,3,Writing,4,Idea Drafted,FALSE,3.5
SESSION01203,Undergraduate,Computer Science,17/8/2024,35.74,12,Studying,1,Assignment Completed,TRUE,1.4
SESSION01204,Undergraduate,Biology,2/5/2025,45.1,9,Writing,4,Confused,TRUE,5
SESSION01205,Graduate,Psychology,2/8/2024,5.17,1,Research,3,Idea Drafted,TRUE,4.3
SESSION01206,Undergraduate,Math,28/7/2024,2.4,1,Writing,5,Idea Drafted,TRUE,4.1
SESSION01207,Undergraduate,Business,30/7/2024,6.79,1,Homework Help,5,Gave Up,FALSE,5
SESSION01208,Undergraduate,Computer Science,27/3/2025,9.26,3,Writing,4,Assignment Completed,TRUE,4.5
SESSION01209,Undergraduate,Biology,11/2/2025,14.34,5,Writing,4,Assignment Completed,FALSE,3.3
SESSION01210,High School,Biology,17/12/2024,58.58,22,Research,4,Confused,FALSE,4.7
SESSION01211,High School,Computer Science,14/1/2025,17.24,4,Homework Help,3,Confused,FALSE,2.9
SESSION01212,Graduate,Biology,22/12/2024,18.35,7,Studying,2,Assignment Completed,FALSE,1
SESSION01213,Undergraduate,Engineering,31/3/2025,2.94,1,Homework Help,5,Confused,FALSE,5
SESSION01214,Undergraduate,Psychology,31/5/2025,8.7,2,Homework Help,2,Assignment Completed,TRUE,1.5
SESSION01215,Undergraduate,Math,25/4/2025,12.44,4,Coding,3,Assignment Completed,FALSE,3.1
SESSION01216,High School,Business,11/8/2024,9.01,3,Writing,4,Assignment Completed,TRUE,3.9
SESSION01217,Graduate,Biology,21/1/2025,11.88,3,Coding,3,Assignment Completed,TRUE,4.2
SESSION01218,Undergraduate,Computer Science,12/7/2024,23.35,10,Brainstorming,4,Confused,FALSE,3.5
SESSION01219,Undergraduate,Math,14/2/2025,31.76,8,Coding,2,Assignment Completed,TRUE,1.5
SESSION01220,Undergraduate,Computer Science,9/9/2024,15.38,4,Writing,4,Assignment Completed,TRUE,3.5
SESSION01221,Undergraduate,Business,25/9/2024,25.41,6,Homework Help,4,Idea Drafted,TRUE,2.8
SESSION01222,High School,Math,9/2/2025,12.92,4,Writing,4,Idea Drafted,TRUE,3.3
SESSION01223,Undergraduate,History,29/7/2024,11.28,2,Writing,2,Idea Drafted,FALSE,1
SESSION01224,Undergraduate,Engineering,24/2/2025,7.64,1,Homework Help,3,Assignment Completed,TRUE,2.7
SESSION01225,Graduate,Psychology,14/3/2025,22.69,7,Studying,3,Assignment Completed,TRUE,2.5
SESSION01226,Undergraduate,Business,8/9/2024,7.84,2,Homework Help,4,Gave Up,TRUE,3
SESSION01227,Undergraduate,Engineering,1/1/2025,41.78,18,Studying,4,Confused,FALSE,2.8
SESSION01228,Undergraduate,Math,16/9/2024,8.06,1,Coding,4,Assignment Completed,TRUE,2.7
SESSION01229,Undergraduate,Engineering,15/8/2024,20.15,7,Studying,4,Idea Drafted,TRUE,4.2
SESSION01230,Undergraduate,Math,28/11/2024,13.49,4,Writing,2,Assignment Completed,TRUE,2.4
SESSION01231,High School,Business,1/3/2025,28.27,13,Studying,5,Assignment Completed,TRUE,4.8
SESSION01232,High School,Business,27/10/2024,24.21,6,Studying,3,Gave Up,FALSE,2.7
SESSION01233,Undergraduate,Math,19/9/2024,16.6,4,Writing,5,Idea Drafted,TRUE,4.6
SESSION01234,High School,Psychology,9/7/2024,37.96,10,Writing,3,Assignment Completed,TRUE,2.8
SESSION01235,Undergraduate,Biology,1/6/2025,17.62,7,Writing,3,Assignment Completed,TRUE,3.2
SESSION01236,Graduate,Computer Science,28/11/2024,2.09,1,Research,4,Confused,FALSE,3.6
SESSION01237,Undergraduate,Math,21/5/2025,12.74,2,Studying,4,Assignment Completed,TRUE,4.9
SESSION01238,Undergraduate,Computer Science,7/7/2024,32.93,15,Coding,3,Assignment Completed,TRUE,2.7
SESSION01239,High School,Psychology,31/3/2025,37.19,7,Coding,2,Confused,TRUE,2.6
SESSION01240,Undergraduate,Biology,23/7/2024,4.93,1,Studying,2,Confused,TRUE,1.7
SESSION01241,Graduate,Computer Science,26/7/2024,23.08,5,Homework Help,5,Confused,TRUE,5
SESSION01242,Undergraduate,Psychology,15/6/2025,14,3,Homework Help,5,Assignment Completed,TRUE,4.7
SESSION01243,Undergraduate,Business,11/4/2025,15.29,3,Writing,4,Assignment Completed,FALSE,3.4
SESSION01244,Undergraduate,Biology,16/2/2025,18.73,8,Homework Help,5,Assignment Completed,TRUE,5
SESSION01245,Undergraduate,Psychology,15/4/2025,37.07,9,Coding,3,Assignment Completed,FALSE,1.8
SESSION01246,Undergraduate,Math,6/1/2025,22.5,6,Coding,5,Assignment Completed,TRUE,4.5
SESSION01247,Undergraduate,Math,2/1/2025,33.33,9,Studying,4,Assignment Completed,TRUE,3.5
SESSION01248,Undergraduate,Engineering,14/4/2025,8.31,1,Homework Help,4,Confused,FALSE,3.6
SESSION01249,Undergraduate,Computer Science,29/10/2024,41.55,19,Coding,3,Assignment Completed,TRUE,2.6
SESSION01250,Graduate,Biology,22/11/2024,3.64,1,Writing,3,Assignment Completed,TRUE,1.7
SESSION01251,Undergraduate,History,31/7/2024,6.76,3,Writing,2,Assignment Completed,TRUE,1
SESSION01252,High School,History,20/12/2024,30.48,12,Writing,4,Gave Up,FALSE,3.6
SESSION01253,Undergraduate,Psychology,4/1/2025,20.4,4,Studying,3,Confused,FALSE,2.2
SESSION01254,Undergraduate,History,23/5/2025,15.86,4,Writing,3,Assignment Completed,FALSE,3.1
SESSION01255,Undergraduate,Engineering,29/11/2024,16.03,6,Homework Help,3,Assignment Completed,FALSE,1.6
SESSION01256,Undergraduate,Business,22/4/2025,17.87,4,Writing,3,Assignment Completed,FALSE,5
SESSION01257,Undergraduate,History,24/1/2025,19.09,7,Writing,4,Idea Drafted,FALSE,4.4
SESSION01258,High School,Psychology,30/3/2025,19.62,6,Writing,4,Idea Drafted,TRUE,3
SESSION01259,High School,Biology,25/5/2025,11.59,3,Studying,4,Assignment Completed,TRUE,3.5
SESSION01260,Graduate,Biology,13/1/2025,8.21,3,Homework Help,3,Confused,TRUE,2.8
SESSION01261,Undergraduate,Math,5/6/2025,7.13,1,Studying,4,Assignment Completed,TRUE,2.9
SESSION01262,Undergraduate,Psychology,27/6/2024,5.01,1,Studying,4,Idea Drafted,TRUE,5
SESSION01263,Undergraduate,Engineering,28/6/2024,48.57,9,Coding,3,Confused,FALSE,3.5
SESSION01264,Undergraduate,Math,12/6/2025,6.37,1,Writing,4,Assignment Completed,FALSE,4.2
SESSION01265,Undergraduate,Business,3/9/2024,24.96,11,Homework Help,3,Idea Drafted,TRUE,4.8
SESSION01266,Graduate,Math,13/9/2024,43.96,21,Coding,3,Assignment Completed,TRUE,2.7
SESSION01267,Undergraduate,Engineering,8/5/2025,30.16,8,Studying,3,Gave Up,FALSE,3.9
SESSION01268,Undergraduate,Psychology,4/7/2024,21.18,5,Writing,4,Assignment Completed,TRUE,3
SESSION01269,High School,Math,4/5/2025,22.99,5,Writing,3,Assignment Completed,TRUE,3.1
SESSION01270,Graduate,Computer Science,5/7/2024,15.45,3,Brainstorming,3,Confused,TRUE,2.7
SESSION01271,High School,Computer Science,6/2/2025,20.19,5,Writing,4,Idea Drafted,FALSE,4.1
SESSION01272,Undergraduate,Computer Science,4/8/2024,55,17,Brainstorming,5,Idea Drafted,FALSE,4.8
SESSION01273,High School,Computer Science,31/10/2024,19.7,6,Writing,5,Assignment Completed,TRUE,4.6
SESSION01274,Graduate,Business,22/4/2025,5.96,2,Writing,4,Assignment Completed,TRUE,4.3
SESSION01275,Undergraduate,Engineering,2/12/2024,18.31,7,Coding,3,Assignment Completed,TRUE,2.6
SESSION01276,Undergraduate,Biology,6/8/2024,37.36,14,Studying,4,Confused,FALSE,4
SESSION01277,Graduate,Computer Science,23/1/2025,20.41,4,Research,2,Confused,FALSE,2.4
SESSION01278,Undergraduate,Math,12/8/2024,14.3,4,Coding,3,Assignment Completed,TRUE,2.7
SESSION01279,Undergraduate,History,15/5/2025,14.98,3,Writing,4,Idea Drafted,TRUE,4.2
SESSION01280,Undergraduate,Biology,10/2/2025,18.74,5,Homework Help,4,Confused,TRUE,3.6
SESSION01281,Undergraduate,Biology,13/1/2025,47.54,23,Brainstorming,4,Assignment Completed,TRUE,3.9
SESSION01282,Undergraduate,Engineering,17/6/2025,17.71,4,Studying,2,Gave Up,FALSE,3.3
SESSION01283,Undergraduate,History,29/6/2024,18.43,7,Studying,3,Assignment Completed,TRUE,2
SESSION01284,Undergraduate,Business,26/9/2024,22.36,5,Writing,2,Idea Drafted,FALSE,1.3
SESSION01285,High School,Business,18/3/2025,28.93,6,Writing,3,Assignment Completed,TRUE,3.5
SESSION01286,Graduate,History,17/11/2024,11.12,2,Coding,3,Gave Up,FALSE,2.6
SESSION01287,Undergraduate,Math,31/10/2024,25.62,5,Brainstorming,3,Assignment Completed,FALSE,2.3
SESSION01288,Undergraduate,History,24/12/2024,16.31,3,Homework Help,4,Assignment Completed,TRUE,3.5
SESSION01289,Undergraduate,Biology,26/2/2025,42.39,15,Writing,5,Idea Drafted,FALSE,5
SESSION01290,Graduate,Psychology,23/3/2025,47.77,14,Writing,3,Idea Drafted,FALSE,3.4
SESSION01291,Graduate,Engineering,3/1/2025,16.84,3,Coding,3,Assignment Completed,TRUE,3.1
SESSION01292,Undergraduate,Math,4/10/2024,16.35,3,Brainstorming,3,Assignment Completed,TRUE,2.9
SESSION01293,Undergraduate,Business,3/4/2025,16.95,3,Writing,4,Idea Drafted,TRUE,5
SESSION01294,Graduate,Psychology,12/10/2024,39.57,9,Writing,3,Assignment Completed,TRUE,3.2
SESSION01295,Undergraduate,History,9/5/2025,6.89,1,Coding,3,Assignment Completed,TRUE,3.5
SESSION01296,Undergraduate,Business,10/2/2025,29.56,6,Research,5,Idea Drafted,TRUE,4.4
SESSION01297,Undergraduate,Engineering,9/8/2024,20.81,5,Homework Help,3,Confused,FALSE,2.4
SESSION01298,High School,Psychology,1/4/2025,35.23,7,Writing,5,Gave Up,TRUE,3.7
SESSION01299,Undergraduate,Engineering,11/6/2025,24.17,6,Brainstorming,3,Idea Drafted,FALSE,3.8
SESSION01300,High School,Math,2/12/2024,17.01,3,Writing,4,Assignment Completed,TRUE,5
SESSION01301,Undergraduate,Math,15/6/2025,22.63,4,Coding,4,Assignment Completed,TRUE,3.5
SESSION01302,Undergraduate,Business,25/6/2024,37.28,13,Writing,4,Assignment Completed,TRUE,3.9
SESSION01303,High School,Math,1/6/2025,16.15,7,Studying,5,Assignment Completed,TRUE,4.8
SESSION01304,Undergraduate,Computer Science,20/2/2025,16.88,5,Coding,3,Idea Drafted,TRUE,2.5
SESSION01305,Undergraduate,Math,15/3/2025,24.62,10,Studying,3,Assignment Completed,TRUE,2.5
SESSION01306,High School,Computer Science,14/9/2024,26.27,7,Coding,4,Idea Drafted,TRUE,5
SESSION01307,Undergraduate,Business,23/11/2024,18.02,3,Writing,3,Idea Drafted,FALSE,2.2
SESSION01308,Graduate,Psychology,13/11/2024,11.16,5,Studying,4,Assignment Completed,TRUE,3.3
SESSION01309,High School,Computer Science,15/2/2025,5.44,1,Writing,4,Assignment Completed,TRUE,4.1
SESSION01310,Graduate,Engineering,27/4/2025,14.63,6,Writing,3,Idea Drafted,TRUE,2.3
SESSION01311,Undergraduate,Business,5/11/2024,27.9,10,Coding,3,Assignment Completed,TRUE,2.2
SESSION01312,High School,Computer Science,15/8/2024,7.99,2,Studying,2,Assignment Completed,TRUE,1.5
SESSION01313,Undergraduate,Biology,3/6/2025,36.12,14,Writing,2,Idea Drafted,TRUE,1
SESSION01314,High School,Engineering,16/7/2024,14.86,3,Writing,5,Gave Up,FALSE,5
SESSION01315,High School,Math,23/7/2024,16.95,6,Studying,3,Idea Drafted,TRUE,2
SESSION01316,High School,Business,22/10/2024,21.9,6,Studying,3,Idea Drafted,TRUE,2.6
SESSION01317,High School,Math,13/2/2025,60.7,20,Research,4,Assignment Completed,TRUE,3.2
